Word,Furigana,Definition,Japanese sentence,English translation
棚,たな,"cupboard, shelf, rack",大きな棚はとても便利です。,A large set of shelves is very useful.
昨夜,さくや,last night,昨夜はテレビで喜劇を見たよ。,I watched a comedy show on TV last night.
水着,みずぎ,bathing suit,水着に着替えました。,I changed into a swimsuit.
しわ,しわ,wrinkle,スカートにしわがよっているよ。,Your skirt is rumpled.
お嬢さん,おじょうさん,"young lady, your daughter",お嬢さんはおいくつですか。,How old is your daughter?
欲しがる,ほしがる,"desire, wish for, covet",子供がジュースを欲しがっています。,My kid wants some juice.
よそ,よそ,somewhere else,夕食はよそでごちそうになりました。,I was treated to dinner out.
解ける,とける,"solve, resolve",やっと難しい問題が解けました。,We finally solved a difficult problem.
親友,しんゆう,close friend,彼は私の親友です。,He is a close friend.
候補,こうほ,"candidacy, candidate",会長の候補は3人います。,There are three candidates for chairman.
大げさ,おおげさ,exaggerate,彼の話は大げさだ。,His story is exaggerated.
散る,ちる,"scatter, fall",風で桜の花が散ってるね。,Cherry blossoms are scattering in the wind.
読み方,よみかた,"way of reading, reading",この漢字の読み方を教えてください。,Please tell me how to read this Chinese character.
目的地,もくてきち,"destination, goal",やっと目的地に着いたよ。,I finally arrived at the destination.
汚い,きたない,dirty,彼の部屋はとても汚い。,His room is very dirty.
鈍い,にぶい,"dull, sluggish",今日は頭の回転が鈍いです。,My brain is working slowly today.
無意味,むいみ,"meaningless, absurd",そんなことをしても無意味よ。,It's meaningless to do such a thing.
不愉快,ふゆかい,"unpleasant, disagreeable",彼の話を聞いて不愉快になった。,I got upset listening to his story.
本能,ほんのう,instinct,動物は本能のまま動くね。,Animals act purely on instinct.
冷める,さめる,"cool off, subside",彼への気持ちが冷めた。,My feelings for him have died down.
応じる,おうじる,"answer, comply with",私は彼の要望に応じました。,I responded to his demand.
味噌,みそ,"miso, soybean paste",きゅうりに味噌をつけて食べたんだ。,I spread miso on the cucumber and ate it.
あちらこちら,あちらこちら,"all over, here and there",あちらこちらで紅葉がきれいですね。,Here and there the autumn colors are beautiful.
針,はり,"needle, needle-shaped object",母は糸を針に通した。,My mother threaded the needle.
腰掛ける,こしかける,sit down,私はベンチに腰掛けたの。,I had a seat on the bench.
つぶる,つぶる,close,目をつぶってください。,Close your eyes.
酔う,よう,get drunk,みんなかなり酔っていたの。,Everyone got considerably drunk.
単語,たんご,word,日本語の単語をいくつ知っていますか。,How many Japanese words do you know?
新鮮,しんせん,fresh,この店では新鮮な野菜が買えますよ。,You can buy fresh vegetables at this shop.
起き上がる,おきあがる,"get up, rise",弟はようやくベッドから起き上がった。,Finally my younger brother got out of bed.
乱れる,みだれる,"be disordered, be disturbed",風で髪が乱れたね。,The wind has messed up your hair.
りんご,りんご,apple,りんごを一つください。,Please give me one of the apples.
緩める,ゆるめる,"loosen, unloose",食べ過ぎたのでベルトを緩めたの。,I loosened my belt because I ate too much.
こぼす,こぼす,spill,ソファにワインをこぼした。,I spilt wine on the sofa.
逆らう,さからう,"disobey, go against",親に逆らうのは良くない事です。,It is not a good thing to disobey your parents.
歓迎,かんげい,welcome,温かい歓迎を受けました。,I received a warm welcome.
抱く,だく,"hug, embrace",祖母がうちの猫を抱いているわよ。,Grandma's holding our cat.
罰,ばつ,"punishment, penalty",彼は悪いことをしたので罰を受けたんだ。,He did something bad so he was punished.
悪,あく,"evil, badness",彼は悪を憎んでいます。,He hates evil.
惜しい,おしい,"almost, close",惜しい、もう少しで優勝だった。,How close! We almost won.
勘,かん,"sense, intuition",女の勘を甘く見てはいけません。,Don't underestimate a woman's intuition.
制御,せいぎょ,"control, command",ここのパネルで機械全体を制御できます。,The entire machine can be controlled with the panel here.
にっこり,にっこり,"smiling, grinning",彼女はにっこりほほえんだ。,She smiled broadly.
出入り,でいり,coming and going,彼の家は人の出入りが多いね。,There are a lot of people going in and out his house.
跳ねる,はねる,"leap, hop, bound",ウサギが雪の上を跳ねていったよ。,The rabbit hopped through the snow.
焼ける,やける,"burn, be scorched, be baked",肉が焼けました。,The meat is cooked.
好意,こうい,"favor, affection",彼は彼女に好意をもっています。,He has affections for her.
逃がす,にがす,let go,釣った魚を逃がしました。,I let go of the fish I had caught.
洗濯機,せんたくき,washing machine,新しい洗濯機を買いました。,I bought a new washing machine.
誕生日,たんじょうび,birthday,彼女の誕生日は7月16日です。,Her birthday is July 16th.
反論,はんろん,"objection, counterargument",反論がある人はどうぞ。,Please speak up if you have an objection.
停止,ていし,"stop, suspension",突然、機械が停止してしまったの。,The machine stopped suddenly.
運動会,うんどうかい,"sports festival, athletic meet",運動会で一位になったよ。,We won the first place in the athletic meet.
袖,そで,sleeve,このシャツは袖が短い。,This shirt has short sleeves.
支度,したく,"arrangement, preparation",支度ができたら出かけましょう。,Let's go out when we are ready.
聞かす,きかす,"tell, read aloud",子供に昔話を聞かせてあげたの。,I read a story to the children.
転ぶ,ころぶ,"tumble down, fall over",お祖母ちゃんがお風呂場で転んだ。,My grandma fell down in the bathroom.
案外,あんがい,unexpectedly,彼は案外いい人かも知れない。,He may unexpectedly turn out to be a good person.
憧れる,あこがれる,"yearn after, adore",彼はパイロットの職に憧れているんだ。,His ambition is to become a pilot.
乱暴,らんぼう,violence,人に乱暴してはいけません。,You must not use violence on people.
留守,るす,not at home,父は今、留守です。,My father isn't at home now.
ずるい,ずるい,"cunning, sneaky",あなたのやり方はずるい。,Your method is cunning.
教わる,おそわる,"be taught, learn",私は両親から多くを教わりました。,I learned a lot from my parents.
潰れる,つぶれる,crush,箱の角が潰れていますよ。,The corner of the box is squashed.
まぶしい,まぶしい,"dazzling, glaring",夏の日差しがまぶしかったよ。,The summer sunlight was dazzling.
文化的,ぶんかてき,cultural,この国は文化的な事業に力を入れています。,This country is putting efforts into cultural projects.
お手伝い,おてつだい,"helper, assistant",何かお手伝いしましょうか。,Is there anything I can do to help?
にこにこ,にこにこ,smile,彼女はいつもにこにこしています。,She's always smiling.
入学,にゅうがく,"enter a school, matriculate",妹は九月にアメリカの大学に入学します。,My little sister's entering college in the United States in September.
